Fa_chr1	62194839	62209376	Mo_chr1	63184939	63199478
Fa_chr7	16325468	16336018	Mo_chr7	28226078	28236636
Fa_chr7	18527440	18538655	Mo_chr7	26022587	26033845
Fa_chr7	9298454	9308474	Mo_chr7	35252218	35262240
Fa_chr7	22837505	22847793	Mo_chr7	21718305	21728610
Fa_chr7	6968292	6978535	Mo_chr7	37581657	37591875
Fa_chr7	3838722	3848874	Mo_chr7	40703898	40714062
Fa_chr7	35821874	35838203	Mo_chr7	3754763	3771052
Fa_chr7	41328189	41338384	Mo_chr7	48229372	48239589
Fa_chr7	8421089	8431559	Mo_chr7	36128483	36138519
Fa_chr7	3169803	3179949	Mo_chr7	41373194	41383355
Fa_chr7	5957029	5967502	Mo_chr7	38591551	38602041
Fa_chr7	41057588	41067788	Mo_chr7	48400165	48410360
Fa_chr7	41057588	41067788	Mo_chr7	46753242	46763451
Fa_chr7	17199141	17209858	Mo_chr7	27350720	27361439
Fa_chr7	7281411	7291821	Mo_chr7	37268513	37278867
Fa_chr27	17775987	17787537	Mo_chr7	44802120	44813636
Fa_chr27	17775987	17787537	Mo_chr7	45467940	45479458
Fa_chr27	17775987	17787537	Mo_chr7	43979614	43991130
Fa_chr27	17775987	17787537	Mo_chr7	42948756	42960275
Fa_chr27	17775987	17787537	Mo_chr7	46517926	46529443
Fa_chr8	31485353	31500008	Mo_chr8	31162903	31177556
Fa_chr19	24377976	24389427	Mo_chr13	34922375	34933813
Fa_chr16	29442430	29454846	Mo_chr16	29504141	29516544
Fa_chr21	698321	722876	Mo_chr21	697284	721746
Fa_chr21	653203	664211	Mo_chr21	684827	695835
Fa_chr24	339021	349045	Mo_chr24	342161	352193
Fa_chr24	349569	359621	Mo_chr24	331573	341637
Fa_chrZ	42485581	42505530	Mo_chrZ	35655452	35675407
